,budget,genres,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,year,month,return_rate
123,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'flying', 'philosophy', 'fortune teller', 'kung fu', 'underground world', 'killer robot', 'temple', 'subway', 'dream', 'sun', 'hero', 'fight', 'sunlight', 'computer virus', 'key', 'future', 'precognition', 'super computer', 'machine town', 'ying yang', 'dying and death', 'virtual reality', 'dystopia', 'computer', 'faith', 'world religion', 'truth', 'rescue', 'mission', 'cyberpunk', 'woman director', 'yin yang', 'gnosticism']",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,73.313918,"['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures', 'Warner Bros.']","['United States of America', 'Australia']",2003-11-05,424988211,129.0,"['English', 'Français']",Everything that has a beginning has an end.,6.4,3096,"[""['Keanu Reeves'"", "" 'Laurence Fishburne'""]",Lilly Wachowski,2003,11,183.325474
126,170000000,"['Action', 'Adventure', 'Fantasy']","['marvel comic', 'superhero', 'based on comic book', 'hostile takeover', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'asgard']","Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",99.499595,['Marvel Studios'],['United States of America'],2013-10-29,644571402,112.0,['English'],Delve into the darkness,6.8,4755,"[""['Chris Hemsworth'"", "" 'Natalie Portman'""]",Alan Taylor,2013,10,279.1596482352941
127,150000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['future', 'chase', 'post-apocalyptic', 'dystopia', 'australia', 'rescue', 'survival', 'on the run', 'convoy', 'peak oil', 'dark future']","An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",434.27856399999996,"['Village Roadshow Pictures', 'Kennedy Miller Productions', 'Warner Bros.']","['Australia', 'United States of America']",2015-05-13,378858340,120.0,['English'],What a Lovely Day.,7.2,9427,"[""['Tom Hardy'"", "" 'Charlize Theron'""]",George Miller,2015,05,152.57222666666667
128,150000000,"['Thriller', 'Mystery']","['rome', 'vatican', 'based on novel', 'symbolism', 'christian', 'illuminati', 'quantum mechanics', 'prequel', 'anti matter', 'conspiracy', 'investigator', 'catholicism', 'cern']","Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",67.447636,"['Columbia Pictures', 'Imagine Entertainment', 'Panorama Films', 'Skylark Productions']","['Italy', 'United States of America']",2009-05-13,356613439,138.0,"['English', 'Italiano', 'Latin', 'Français', 'Deutsch', '普通话']",,6.5,2129,"[""['Tom Hanks'"", "" 'Ewan McGregor'""]",Ron Howard,2009,05,137.74229266666666
129,150000000,"['Adventure', 'Fantasy', 'Action']","['new mexico', 'banishment', 'shield', 'marvel comic', 'hammer', 'superhero', 'based on comic book', 'redemption', 'norse mythology', 'aftercreditsstinger', 'marvel cinematic universe', '3d', 'asgard', 'odin', 'heimdall']","Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",86.493424,['Marvel Studios'],['United States of America'],2011-04-21,449326618,115.0,['English'],Two worlds. One hero.,6.6,6525,"[""['Chris Hemsworth'"", "" 'Natalie Portman'""]",Kenneth Branagh,2011,04,199.55107866666668
130,150000000,"['Animation', 'Family', 'Adventure', 'Comedy']","['hamster', 'kids and family', 'animal', 'cat vs dog', 'duringcreditsstinger', 'dog cat friendship', 'animal lead', 'girl dog relationship']","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",41.845878000000006,['Walt Disney Animation Studios'],['United States of America'],2008-11-21,309979994,98.0,['English'],Fully Awesome. Ridonculous. Let It Begin.,6.3,1750,"[""['John Travolta'"", "" 'Miley Cyrus'""]",Chris Williams,2008,11,106.65332933333333
131,150000000,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']","['dyr', 'duringcreditsstinger']","A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",26.710397999999998,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Whamaphram Productions']",['United States of America'],2009-07-21,292817841,88.0,['English'],The world needs bigger heroes,5.1,510,"[""['Sam Rockwell'"", "" 'Penélope Cruz'""]",Hoyt Yeatman,2009,07,95.211894
132,150000000,['Adventure'],"['underworld', 'hades', 'mythology', 'greek mythology', 'zeus', 'perseus', 'gods', 'ancient greece', 'based on greek myth', 'ares', '3d']","A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",44.927634999999995,"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']","['Spain', 'United States of America']",2012-03-27,301000000,99.0,['English'],Feel the Wrath,5.5,1431,"[""['Sam Worthington'"", "" 'Liam Neeson'""]",Jonathan Liebesman,2012,03,100.66666666666669
133,150000000,"['Comedy', 'Fantasy']","['witch', 'imprisonment', 'vampire', 'curse', 'fish out of water', 'chains', 'gothic', 'madness', 'old house', 'lost love', 'angry mob', '18th century', 'ghost', 'hidden room', 'old mansion']",Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,50.306728,"['Village Roadshow Pictures', 'Infinitum Nihil', 'GK Films', 'Warner Bros.', 'Tim Burton Productions', 'Dan Curtis Productions', 'Zanuck Company, The']","['Australia', 'United States of America']",2012-05-08,245527149,113.0,['English'],Every Family Has Its Demons,5.7,2320,"[""['Johnny Depp'"", "" 'Michelle Pfeiffer'""]",Tim Burton,2012,05,63.684765999999996
134,150000000,"['Action', 'Adventure', 'Thriller']","['london england', 'spy', 'austria', 'villain', 'sequel', 'mission', 'conspiracy', 'vienna opera', 'vienna']","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",114.52223700000002,"['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']","['China', 'United States of America']",2015-07-23,682330139,131.0,"['Deutsch', 'English', 'svenska']",Desperate Times. Desperate Measures.,7.1,3224,"[""['Tom Cruise'"", "" 'Rebecca Ferguson'""]",Christopher McQuarrie,2015,07,354.8867593333333
136,150000000,"['Family', 'Animation', 'Adventure', 'Comedy']","['factory worker', 'tennis', 'flower', 'florist', 'flower shop', 'pilot', 'college', 'airplane', 'beehive', 'court', 'aftercreditsstinger']","Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",29.332905,"['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Columbus 81 Productions']",['United States of America'],2007-10-28,287594577,91.0,['English'],Born to bee wild.,5.7,1171,"[""['Jerry Seinfeld'"", "" 'Renée Zellweger'""]",Steve Hickner,2007,10,91.729718
137,150000000,"['Animation', 'Family']","['martial arts', 'hope', 'fleet', 'panda', 'mission', 'woman director']","Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",51.247321,['DreamWorks Animation'],['United States of America'],2011-05-25,665692281,91.0,['English'],Prepare for the Year of Awesomeness!,6.7,1880,"[""['Jack Black'"", "" 'Angelina Jolie'""]",Jennifer Yuh Nelson,2011,05,343.794854
138,150000000,"['Action', 'Adventure', 'Family', 'Fantasy']","['fire', 'ice', 'war ship', 'prince', 'kingdom', 'water', 'village', 'arrest', 'remake', 'attack', 'avatar', 'air', 'spirit', 'world', 'domination', 'cheering']","The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",33.769335999999996,"['Paramount Pictures', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Industrial Light & Magic (ILM)', 'Blinding Edge Pictures']",['United States of America'],2010-06-30,318502923,103.0,['English'],"Four nations, one destiny",4.7,1151,"[""['Noah Ringer'"", "" 'Nicola Peltz'""]",M. Night Shyamalan,2010,06,112.335282
139,150000000,"['Adventure', 'Action', 'Thriller']","['berlin', 'cia', 'vatican', 'white house', 'secret identity', 'secret', 'explosive', 'mobile phone', 'map', 'traitor', 'mask', 'honeymoon', 'shanghai', 'pretended murder', 'secret mission', 'letter', 'funeral', 'covered investigation', 'to shoot dead', 'secret agent', 'video', 'stamp', 'hard drive', 'e-mail', 'decipherment', 'suitcase', 'computer', 'revenge', 'murder', 'mission', 'hospital', 'duel', 'disguise', 'celebration', 'good and bad', 'research laboratory', 'blast']","Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",63.079003,"['Paramount Pictures', 'Cruise/Wagner Productions', 'Studio Babelsberg', 'MI 3 Film', 'China Film Co-Production Corporation', 'China Film Group Corporation (CFGC)', 'The Fourth Production Company Film Group']","['China', 'Germany', 'United States of America']",2006-05-03,397850012,126.0,"['Deutsch', 'English', 'Italiano', '普通话', 'Český', '广州话 / 廣州話']",The Mission Begins 05:05:06.,6.5,2028,"[""['Tom Cruise'"", "" 'Philip Seymour Hoffman'""]",J.J. Abrams,2006,05,165.23334133333333
140,150000000,"['Action', 'Drama', 'Thriller']","['usa president', 'conspiracy', 'secret service', 'the white house']","Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",39.004588,"['Columbia Pictures', 'Centropolis Entertainment', 'Iron Horse Entertainment (II)', 'Mythology Entertainment (II)']",['United States of America'],2013-06-27,205366737,131.0,['English'],It will start like any other day.,6.4,1891,"[""['Channing Tatum'"", "" 'Jamie Foxx'""]",Roland Emmerich,2013,06,36.911158
141,150000000,"['Adventure', 'Animation', 'Family']","['boy', 'alien', 'rescue', 'martian', 'alien abduction', 'alien invasion', ""based on children's book"", 'duringcreditsstinger']","When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",12.362599000000001,['Walt Disney Animation Studios'],['United States of America'],2011-03-09,38992758,88.0,['English'],Mom needs a little space.,5.5,199,"[""['Seth Green'"", "" 'Joan Cusack'""]",Simon Wells,2011,03,-74.004828
